id,text,favorite_count,retweet_count,lang,source,created_y,created_m,created_d,created_h,created_min,coordinates
1242377622111358976,"b""I just read the most incredible pieces of bs on coronavirus. \n\nSome people believed somehow that gargling salt water, drinking hot water or eating garlic kills coronavirus. \n\nSeriously people. \n\nWe're smarter than this.""",497,24,en,TweetDeck,2020,3,24,9,8,
1242367727332966402,"b""Your immune system is the only surest hope against coronavirus especially in Nigeria where total lock down is difficult.\n\nEat Garlic\nEat Orange, pawpaw &amp; pineapple, they're rich in vitamins c\nEat vegetables\nDrink Lime &amp; warm water\n\nWE ALL NEED GOD. PRAY!\n\n#CoronaVirusNigeria https://t.co/pA9aqY73eM""",3,2,en,Twitter for Android,2020,3,24,8,28,
1242347734755168256,"b'There is *no evidence* that garlic, water, vitamin C, essential oils, colloidal silver, or steroids will protect you from coronavirus, no matter what you read on the internet https://t.co/RH1LWfu39i 04\n#VoteBlueNoMatterWho'",0,6,en,The Social Jukebox,2020,3,24,7,9,
1242342213654401024,"b""PSA: Eating garlic and drinking water can't protect you from getting coronavirus https://t.co/6s4SOGhZUZ""",42,19,en,SocialFlow,2020,3,24,6,47,
1242327352442384384,"b'There is *no evidence* that garlic, water, vitamin C, essential oils, colloidal silver, or steroids will protect you from coronavirus, no matter what you read on the internet https://t.co/RH1LWfLE0Q\n#FBR'",7,3,en,The Social Jukebox,2020,3,24,5,48,
1242280689741029377,"b'So my mom found this coronavirus remedy for me &amp; my brothers where you have to keep your head directly above a boiling pot of water with orange peels, red onions &amp; garlic for 30 minutes, twice a day until the pandemic is over... hope I see the light soon cuz I\xe2\x80\x99m ready to drop \xf0\x9f\x98\xab'",262,30,en,Twitter for iPhone,2020,3,24,2,42,
1242225687051882496,"b'There is *no evidence* that garlic, water, vitamin C, essential oils, colloidal silver, or steroids will protect you from coronavirus, no matter what you read on the internet https://t.co/RH1LWfu39i 06\n#VoteBlueNoMatterWho'",5,8,en,The Social Jukebox,2020,3,23,23,4,
1242219552127086594,"b'Heat kills the coronavirus. So boil some water and add orange peels or any citrus peels a little garlic and some onion.  AFter it comes to a boil, breath the steam into your nose and your mouth to get it into your sinus cavity, throat and lungs.  This will kill the coronavirus.'",0,0,en,Twitter for iPhone,2020,3,23,22,39,
1242217359450005505,"b'How do you know if you have corona virus?\n1: itching in the throat\n2: dry throat\n3: dry cough\nSo if you notice any of these three things quickly take hot water and drink plus garlic.\nNote it takes like two weeks for this virus to penetrate  ur whole body,with this initial remedy.'",1,2,en,Twitter for iPhone,2020,3,23,22,31,
1242201375443832833,"b""The second dumbest person I used to work with solved coronavirus by going on Facebook and telling everyone to chew on garlic and gargle salt water, so it looks we're fine now.""",1,0,en,Twitter Web App,2020,3,23,21,27,
1242191293297700865,"b""@Ade_Savages THIS IS SOOO WRONG !! WTF \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f.\nPls don't go and drink any garlic and hot water, Not for Covid-19, Na LIE be this..\n2 Weeks for the Virus to penetrate? Lmao, E dey do survey for the 2 weeks abi.""",1,0,en,Twitter for Android,2020,3,23,20,47,
1242172507978960897,"b'ginger, garlic, lemon, honey and boiled water can end coronavirus \xf0\x9f\xa4\x9e\xf0\x9f\x8f\xbf'",16,5,en,Twitter for iPhone,2020,3,23,19,32,
1242144181994184704,b'@Yamishibaii did you get the \xe2\x80\x9cremedies for corona virus\xe2\x80\x9d and some of them is like ingesting garlic and water? lmao',0,0,en,Twitter for iPhone,2020,3,23,17,40,
1242143759040724993,"b'How do u know if u have corona virus?\n\n1: itching in the throat.\n2: dry throat.\n3: dry cough.\n\nSo if u notice any of these 3 quickly take hot water plus garlic.Note it takes like 2 weeks 4 dis virus 2 penetrate ur whole body,but dis initial remedy of garlic nd hot water kills it https://t.co/ERXqNLTJZ7'",6,2,en,Twitter for Android,2020,3,23,17,38,
1242139951195701249,"b'Covid-19 - myths debunked\n\nThese CANNOT kill the virus:\n\n- Garlic\n- ""Miracle mineral supplement"" MMS (contains a bleaching agent - BAD)\n- VODKA (Poland, looking at you)\n- Drinkable silver\n- Drinking water 15 x/day\n- Heat\n- Avoiding ice cream\n\nHumans...\xf0\x9f\xa4\xaa\nhttps://t.co/6xC3Z8JZMs https://t.co/rX7g7nfKXk'",5,1,en,Twitter Web App,2020,3,23,17,23,
1242135379051937792,"b'How do you know if you have corona virus?\nEarly symptoms:\n1: itching in the throat.\n2: dry throat.\n3: dry cough.\nSo if you notice any or all of these three things quickly take hot water and possibly with garlic, ginger and lime. Note that  it takes like two weeks for this virus'",0,2,en,Twitter for Android,2020,3,23,17,5,
1242119371956371456,"b""There's a lot of false info going around on #coronavirus / #COVID\xe3\x83\xbc19.\n\nDon't be fooled!\n\nThese things will NOT cure or prevent:\n- Garlic\n- Silver (&amp; can be toxic)\n- Drinking water\n- Hot baths\n- Booze in any form - incl as a hand sanitizer!\n\nhttps://t.co/OoVYu9L25k""",4,6,en,Twitter Web App,2020,3,23,16,1,
1242051180408090624,"b'A lot of myths are shared by people on the internet such as garlic water, bat soup remedy, hot water bath, weird self-test, etc. You will find a lot of myths and false messages related to coronavirus infection.\n\nhttps://t.co/Vrnqqoe326 #COVID19 #coronavirus #coronavirusoutbreak'",0,0,en,Twitter Web App,2020,3,23,11,30,
1242050766275137537,"b'A lot of myths are shared by people on the internet such as garlic water, bat soup remedy, hot water bath, weird self-test, etc. You will find a lot of myths and false messages related to coronavirus infection.\n\nhttps://t.co/Fl1LRmM7R2 #COVID19  #coronavirus #CoronaVirusOutbreak'",0,0,en,Twitter Web App,2020,3,23,11,29,
1242017579411144704,"b'There is *no evidence* that garlic, water, vitamin C, essential oils, colloidal silver, or steroids will protect you from coronavirus, no matter what you read on the internet https://t.co/RH1LWfu39i 03\n#VoteBlueNoMatterWho'",3,5,en,The Social Jukebox,2020,3,23,9,17,
1242004188160286727,"b""PSA: Eating garlic and drinking water can't protect you from getting coronavirus https://t.co/ipf7NYwj4k""",22,16,en,SocialFlow,2020,3,23,8,24,
1241910601393283072,"b'There is *no evidence* that garlic, water, vitamin C, essential oils, colloidal silver, or steroids will protect you from coronavirus, no matter what you read on the internet https://t.co/RH1LWfu39i 02\n#VoteBlueNoMatterWho'",4,2,en,The Social Jukebox,2020,3,23,2,12,
1241851859788169217,b'@WHOAFRO I heard coronavirus patient have little suffocation problem n die by suffocation at the end....I have very easy n quick way to relieve from suffocation ....just put a clean in water only one piece of garlic strictly in a mouth for two hour without chewing or eating up in a minute',0,0,en,Twitter for Android,2020,3,22,22,18,
1241836501060800512,"b'Cerabino: Garlic water, hair dryers, pew immunity and other coronavirus myths\nhttps://t.co/nNqwP8HZRf'",0,1,en,Twitter Web Client,2020,3,22,21,17,
1241791705323573249,"b'Cerabino: Garlic water, hair dryers, pew immunity and other coronavirus myths https://t.co/atlRgWcgW0 #miami #southflorida #miamirealestate'",0,0,en,South Florida Classifieds,2020,3,22,18,19,
1241767744829362179,"b'Cerabino: Garlic water, hair dryers, pew immunity and other coronavirus myths - Mar 22 @ 12:41 PM ET https://t.co/fNxYTLqjzA'",0,0,en,PulpNews,2020,3,22,16,44,
1241726444826439680,"b'Garlic water won\xe2\x80\x99t cure coronavirus, no matter what the internet says https://t.co/FZZg5kkBGC'",0,0,en,Buffer,2020,3,22,14,0,
1241716274067116032,"b'Cerabino: Garlic water, hair dryers, pew immunity and other coronavirus myths https://t.co/tT2OLh1VgM'",1,4,en,SocialNewsDesk,2020,3,22,13,20,
1241670546808541187,"b'There is *no evidence* that garlic, water, vitamin C, essential oils, colloidal silver, or steroids will protect you from coronavirus, no matter what you read on the internet https://t.co/RH1LWfu39i 05\n#FBR'",1,0,en,The Social Jukebox,2020,3,22,10,18,
1241626463281074176,"b'Everyone must boost their immune system to fight #coronavirus \n\n\xe2\x96\xaa\xef\xb8\x8eGet a good Sleep \n\xe2\x96\xaa\xef\xb8\x8eHave yogurt for breakfast\n\xe2\x96\xaa\xef\xb8\x8eMore Garlic , Ginger and \xe2\x96\xaa\xef\xb8\x8eTurmeric(Haldi) with Milk before sleep\n\xe2\x96\xaa\xef\xb8\x8eDrink lemon, honey with warm water\n\xe2\x96\xaa\xef\xb8\x8eChicken soup\n\xe2\x96\xaa\xef\xb8\x8eExercise'",2,2,en,Twitter Web App,2020,3,22,7,23,
1241590166139043840,"b""@harumutasa We use green bar and bucket water and lets see you so-called elites if you run away from Covid-19. Tikakosora tonatira nekunwa maLemon,ginger, guava leaves and garlic. Trying to be a white person when you're blacks is crap.""",0,0,en,Twitter for Android,2020,3,22,4,58,
1241536070178574336,b'This sounds like my dumbass cousin who said coronavirus can be stopped by drinking hot garlic water. https://t.co/SKmwOsY49E',1,0,en,Twitter for Android,2020,3,22,1,24,
1241505695549157377,"b'@jacksondame ""Chinese virus is a hoax but garlic cures it, or hot water, or  saunas. It\'s a plot to make way for communism. Essential oils ward off coronavirus. Praise Jesus we\'ll continue to gather! Here are a billion plans &amp; charts to homeschool your kids like we\'ve been doing all along.""'",3,0,en,Twitter Web App,2020,3,21,23,23,
1241505695549157377,"b'@jacksondame ""Chinese virus is a hoax but garlic cures it, or hot water, or  saunas. It\'s a plot to make way for communism. Essential oils ward off coronavirus. Praise Jesus we\'ll continue to gather! Here are a billion plans &amp; charts to homeschool your kids like we\'ve been doing all along.""'",3,0,en,Twitter Web App,2020,3,21,23,23,
1241501534971727874,b'@cslick803 @Jasongreer You will miss the girl you went to high school with sharing the garlic salt water gargling recipe that kills the coronavirus.',1,0,en,Twitter for iPhone,2020,3,21,23,6,
1241467099953979397,b'I just got a message on WhatsApp saying coronavirus can be cured from taking garlic mixed with hot water.. What is wrong with people',0,0,en,Twitter for Android,2020,3,21,20,49,
1241422938076778496,"b'Many people still believe the sun in nigeria is too hot for Coronavirus to spread, yet we have over 22 cases already.\nNot to talk of the false info currently in circulation about chloroquine, garlic and drinking water to remove coronavirus from the throat.\n#COVID\xe3\x83\xbc19 #Coronavirus'",0,0,en,Twitter for Android,2020,3,21,17,54,
1241421116633231363,"b'There is *no evidence* that garlic, water, vitamin C, essential oils, colloidal silver, or steroids will protect you from coronavirus, no matter what you read on the internet https://t.co/RH1LWfu39i 01\n#FBR'",5,5,en,The Social Jukebox,2020,3,21,17,47,
1241411982235963399,"b""@charlotteh71 @markrowantree @1kilroywashere @MoiraEwesfulone @dorset_eye @suejonessays @Georgeberger @premnsikka @RespectIsVital @TheCanaryUK @MrTopple @paulapeters2 @chessmartinez @johnpringdns they were young women, but that's no excuse and too be fair there's been a lot of #FakeNews on social media about #coronavirus like drinking gallons of water and Garlic soup""",1,0,en,Twitter Web App,2020,3,21,17,10,
1241386584714276865,"b""A viral message claims 'boiled garlic water' is the latest cure for fighting the deadly novel #coronavirus. BOOM did not find any scientific evidence supporting the theory that boiled garlic water helps in preventing or curing #COVID19. #CoronaVirusFacts\n\nhttps://t.co/qv4xOHQbYH""",8,3,en,Zoho Social,2020,3,21,15,30,
1241375836831461377,"b'Quarantined @FenzoGudda . Having hot water, ginger, garlic &amp; honey to boost my immune system. If around Centurion this is a nice chilling place\n#quarantine \n#beresponsible\n#covid-19 @ Lyttelton Manor Ext 1, Centurion https://t.co/SqsGr7YQ8P'",1,1,en,Instagram,2020,3,21,14,47,"{'type': 'Point', 'coordinates': [28.20406282, -25.82353865]}"
1241350946581553153,"b""My mom made a mixture: Garlic + Ginger + Lemon Juice + Lemon Zest + Cayenne Pepper + Water. \nCan somebody confirm whether I'm walking into my own death here or what...\xf0\x9f\x99\x86\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\x99\x86\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\x98\xac\n#CoronavirusInSouthAfrica #Covid19InSA #Covid_19 #coronavirus""",1,1,en,Twitter for Android,2020,3,21,13,8,
1241245025788260352,b'@IRCTCofficial Garlic water can cure corona virus',0,0,en,Twitter for Android,2020,3,21,6,7,
1241243019086417920,b'@AthulyaOfficial Garlic water can cure corona virus',0,0,en,Twitter for Android,2020,3,21,5,59,
1241241846065401856,b'Drink garlic water can cure corona virus',0,0,en,Twitter for Android,2020,3,21,5,54,
1241241305813901313,b'@CintronMusic @andrea_miws Drink garlic water can cure corona virus',1,0,en,Twitter for Android,2020,3,21,5,52,
1241202839247925248,"b'#covid19 medicine and health updates..\n\nSome natural foods fight against all diseases..\n\nLike\n\nGarlic, ginger, lemon, black jeera (black cumin), ajwa dates, zam zam water, pepper....\xf0\x9f\xa4\x9c\xf0\x9f\xa4\x95\xf0\x9f\xa4\x92\xf0\x9f\x98\xb7\xf0\x9f\xa4\xa7\xf0\x9f\x92\xaa'",1,0,en,Twitter for Android,2020,3,21,3,19,
1241144240568242178,"b""@realDonaldTrump Hello Trump,I saw in my vision Thursday morning for the cure and prevention for the corona virus. #Its_GARLIC. Put enough Garlic and water then boil and drink it. If Human wisdom fail us,God's will never fail us. I believe in GOD. Take note.""",0,0,en,Twitter for Android,2020,3,20,23,27,
1241140705742946307,"b'Saw a message on Whatsapp that if youre having dry cough, dry throat or coronavirus symptoms.\n\nMix warm water with garlic. It will kill the virus in your throat.\n\nAhhh ahhhh Misinformation everywhere'",2,0,en,Twitter for Android,2020,3,20,23,12,
1241135615594369035,b'How do you know if you have corona virus?\n\n1: itching in the throat.\n2: dry throat.\n3: dry cough.\n\nSo if you notice any of these three things quickly take hot water and drink plus garlic\n\nDo not keep this information for yourself passed on to all your friends God sees you',1,0,en,Twitter for Android,2020,3,20,22,52,
1241105219674443776,b'being an Indian uncle is simultaneously having a PhD in chemistry while also believing that garlic water can cure the coronavirus',14,0,en,Twitter for iPhone,2020,3,20,20,51,
1241084883629264897,"b""WHO pellucidly explain that gargling with lukewarm water and salts doesn't prevent Corona\n--hot temperature won't stop COVID outbreak as such no investigation had  done   by #WHO\nInvestigation are ongoing.\n---No proof dat garlic can protect ppl from #Corona\n\n#coronavirusindia https://t.co/8tmEuXpQwf""",1,0,en,Twitter for Android,2020,3,20,19,31,
1241057014790279168,b'Parents then: don\xe2\x80\x99t believe everything you see on the internet\n\nParents now: here drink this brown sugar ginger green onion garlic broth water thing it\xe2\x80\x99ll help kill coronavirus',1,0,en,Twitter for iPhone,2020,3,20,17,40,
1241045193622683649,b'WhatsApp messages and tweets have suggested that eating garlic or drinking garlic-infused water cures the new coronavirus. While garlic is a healthy food there is no evidence from the current outbreak that eating garlic has protected people from the new coronavirus. https://t.co/gx68UtCM79',22,8,en,Twitter for Android,2020,3,20,16,53,
1241035064890331137,b'@_abigail94 did you know that gargling garlic water prevents coronavirus',0,0,en,Twitter for iPhone,2020,3,20,16,13,
1241029124401106944,b'Some coronavirus myths: \n\n\xe2\x9d\x8cDrinking water will flush the virus from your mouth\n\xe2\x9d\x8cWarm weather will stop the virus\n\xe2\x9d\x8cGarlic and herbs can cure the infection \n \xe2\x9d\x8cSpraying bleach on your body will protect you from infection\nhttps://t.co/Zs6uyrrAst',53,45,en,SocialFlow,2020,3,20,15,49,
1241025684799025152,"b""Despite what you might see online, eating garlic and drinking water can't protect you from getting infected.  7 coronavirus health myths, fact checked https://t.co/PSWI5QuwHk""",0,0,en,Twitter Web Client,2020,3,20,15,35,
1240975404808179713,b'corona virus: *killing people*\nbbc: eat garlic and drink water!',1,0,en,Twitter for iPhone,2020,3,20,12,16,
1240974990004162560,"b'Worst thing about coronavirus is my mum constantly sending me shit about it on WhatsApp. Yes mum, the top scientific minds of the world are working on a vaccine but a copy and pasted message from your friend  shehrnaz saying garlic water kills the virus is 100% legit.Thanks mom'",1,0,en,Twitter Web App,2020,3,20,12,14,
1240971356436672512,b'Can drinking garlic water help prevent coronavirus infection? @DrMichaelWebMD answers your questions: https://t.co/4HBnO9sN6U https://t.co/e6zxNTi6MT',39,16,en,Sprinklr Publishing,2020,3,20,12,0,
1240969572615946241,"b'I dont know how true but a ugandan k ow how to eat aloevera and steaming all day, #CoronaVirusUpdate #Coronavirussouthafrica #CoronaVirusInNigeria #Covid_19 #CoronavirusOutbreak #coronavirus  eat garlic with hot water, applecider vinegar @BraggLiveFoods is best https://t.co/nC4rXSH3bN'",1,0,en,Twitter for Android,2020,3,20,11,52,
1240945253445537792,"b""Don't believe in myths like eat garlic, drink hot water, heat and summer will deplete #coronavirus because these are not true. As per #WHO the new coronavirus can be transmitted in areas with hot and humid climates. Be safe and protection is the best cure. https://t.co/IQNnztisZ5""",3,0,en,Twitter for Android,2020,3,20,10,16,
1240908934870859778,"b'Today on \xe2\x80\x9cWhat\xe2\x80\x99s Crap on WhatsApp?\xe2\x80\x9d we\xe2\x80\x99re checking if garlic water can cure #coronavirus &amp; if pooches can get the virus. Plus, did Bill Gates predict #COVID19 back in 2015?\n\nNext episode hitting your phone at 13h00!\n\nDon\xe2\x80\x99t miss out on the facts - sign up: https://t.co/72dtBtCO6f https://t.co/s8HItqFhVW'",7,7,en,TweetDeck,2020,3,20,7,51,
1244703356104462341,"b""Don't anyone hold their breath waiting for @DominicRaab to answer a question. #princeofplatitudes #coronavirusQA""",0,0,en,Twitter for Android,2020,3,30,19,9,
1244692123779301380,b'Virginia Department of Health: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus or any other lung disease: https://t.co/eDyN0xsbli https://t.co/fLLxm77OeV',3,4,en,SocialNewsDesk,2020,3,30,18,25,
1244691958691442689,b'@AriesaSandino Good for you Stormy. Maybe if America is lucky Donald Trump might be able to speak for 90 minutes without it being in praise of himself and his delusional accomplishments and give some accurate and good advice &amp; information about the coronavirus. Can you hold your breath 90 min.',0,0,en,Twitter for Android,2020,3,30,18,24,
1244690658918412293,b'\xe2\x80\x9cJust because you can hold your breath for 10 seconds does not mean you haven\xe2\x80\x99t been infected with the coronavirus.\xe2\x80\x9d\xe2\x80\x8a\xe2\x80\x94\xe2\x80\x8a@SmithDanaG https://t.co/lCVDumfYIN',0,0,en,Twitter Web Client,2020,3,30,18,19,
1244688302256635909,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease or any other lung disease. \xe2\x80\x94 WHO.',0,0,en,Twitter for Android,2020,3,30,18,9,
1244674235689250818,"b""Don't hold your breath -- Justice Dept. investigates at least one lawmaker\xe2\x80\x99s stock trades before coronavirus spike in U.S. https://t.co/jq1CcZkOog""",0,0,en,Twitter Web Client,2020,3,30,17,13,
1244666869962997769,"b'@hasanthehun ""Oh wait, I can\'t breathe. I have coronavirus... oh, I can breathe. Damn anxiety is making me hold my breath.""  Happens to me every day...'",41,0,en,Twitter Web App,2020,3,30,16,44,
1244621684835041280,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease.\n\n\xf0\x9f\x91\x89https://t.co/LzdcKef3UY \n\n#COVID19 #KnowTheFacts @WHO https://t.co/B32qSX6Y9k',23,29,en,Hootsuite Inc.,2020,3,30,13,45,
1244620062171987968,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease.\n\n@WHO \n\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbdhttps://t.co/FM6exy0HEw \n\n#COVID19 #KnowTheFacts https://t.co/scxALhi8qq',0,0,en,Hootsuite Inc.,2020,3,30,13,38,
1244611806280253441,"b""There is zero profit for U.S. media to hit China hard on the coronavirus, and very little interest among our brave frontline firefighters to risk arrest or worse by sneaking into China to tell the truth. Don't hold your breath waiting for it to happen. /end""",63,26,en,TweetDeck,2020,3,30,13,5,
1244601596949954560,b'IMPORTANT FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease.\n\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbdhttps://t.co/aaJH0XRGFG \n\n#COVID19\n#TakeResponsibility',6,6,en,Twitter for Android,2020,3,30,12,25,
1244592529967919104,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease.\n\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbdhttps://t.co/mPNgP29k06 \n\n#COVID19 #KnowTheFacts https://t.co/FCeAGnPLLC https://t.co/GkzxXnl9Hm',0,0,en,Twitter for Android,2020,3,30,11,49,
1244590627158974467,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease.\n\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbdhttps://t.co/mPNgP29k06 \n\n#COVID19 #KnowTheFacts https://t.co/FCeAGnPLLC',0,0,en,Twitter for Android,2020,3,30,11,41,
1244585574813569032,b'Anyone else actually hold their breath if anyone comes near them while doing the dreaded but necessary supermarket shopping?! Like that would protect! Just me? #coronavirusuk #coronavirus',0,0,en,Twitter Web App,2020,3,30,11,21,
1244585029683929089,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease.\n\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbdhttps://t.co/fu1tJY51ct \n\n#COVID19 #KnowTheFacts https://t.co/D5Din4jIc2',52,41,en,Twitter Web App,2020,3,30,11,19,
1244575906150199298,b'@xuxisvogue its where you hold your breath for ten seconds and if you dry cough it could mean you have coronavirus',0,0,en,Twitter for iPhone,2020,3,30,10,43,
1244552377988001792,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease. https://t.co/Iz12h86SHr',0,0,en,Twitter Web App,2020,3,30,9,9,
1244549647789699072,"b""@morrisinator @vivacb2 @pzrl_pzrl @jimbocrofts @Mushen13 If you can't hold your breath this could be an indication you have coronavirus. Check your temperature and self isolate. If things get worse call 111. Get well soon.""",3,0,en,Twitter for Android,2020,3,30,8,58,
1244547297012301829,"b'@LaurenLozboz2 if you hold your breath for 10 seconds, you do not have coronavirus.'",0,0,en,Twitter for iPhone,2020,3,30,8,49,
1244526100333510656,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease.\n\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbdhttps://t.co/Lz175W5hTp \n\n#COVID19 #KnowTheFacts #WHO \n@WHO\nhttps://t.co/mk0Eo68RvU https://t.co/dqT5oiVm8t',0,0,en,Twitter for Android,2020,3,30,7,25,
1244516181941379073,"b'The most common symptoms of Covid-19 are dry cough, tiredness and fever.\nFact: being able to hold your breath for 10 sec or more without coughing of feeling discomfort does not mean you are free from the coronavirus disease or any lung disease.\n\n@who @ncfnigeria #StayHome https://t.co/wiR24gx3xp'",3,1,en,Twitter for Android,2020,3,30,6,45,
1244515691564339200,b'Consumers Beware; Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease. @WHO @MOH_Kenya @DrTedros\n\n#KnowTheFacts \xf0\x9f\x91\x89\xf0\x9f\x8f\xbdhttps://t.co/0q3mX9oS5Z \n\n#COVID19Kenya https://t.co/TR8l2vxXRS',7,7,en,Twitter for Android,2020,3,30,6,43,
1244496074326159360,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease or any other lung disease. https://t.co/2K7J1EGXXN',1,0,en,Twitter for Android,2020,3,30,5,26,
1244492294608297984,b'#Covid_19 FACTS: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease.\n\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbdhttps://t.co/BQSIrPo8Cz https://t.co/O21HineS1L',0,0,en,Twitter Web App,2020,3,30,5,10,
1244489733574553601,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease or any other lung disease. https://t.co/YKX5zXPuI2',2,0,en,Twitter for Android,2020,3,30,5,0,
1244485632258265088,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease.\n\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbdhttps://t.co/CZME2De1V3 \n\n#COVID19 #KnowTheFacts https://t.co/74FS1zzLDn',2,0,en,Twitter for Android,2020,3,30,4,44,
1244485192158306306,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease or any other lung disease - @WHO https://t.co/F57dDzgwjK',0,0,en,Twitter Web App,2020,3,30,4,42,
1244484951036190720,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease or any other lung disease. https://t.co/0O72K50Nz2',1,0,en,Twitter for Android,2020,3,30,4,41,
1244478850416939009,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease or any other lung disease. https://t.co/aKwO0Z4iBk',0,0,en,Twitter for iPhone,2020,3,30,4,17,
1244477291247349760,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease or any other lung disease. https://t.co/0WYvHavk7v',0,0,en,Twitter for Android,2020,3,30,4,11,
1244477061038837768,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease or any other lung disease.\n@HummaSaif @saranmics @DrFatimaNoor1 https://t.co/LTfHylYSvh',10,20,en,Twitter for Android,2020,3,30,4,10,
1244474066636922880,b'\xe2\x80\x9cJust because you can hold your breath for 10 seconds does not mean you haven\xe2\x80\x99t been infected with the coronavirus.\xe2\x80\x9d https://t.co/PnP2NmWbJZ',0,0,en,Twitter for Android,2020,3,30,3,58,
1244465564053049349,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease.\n\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbdhttps://t.co/6xuwe421Sy \n\n#COVID19 #KnowTheFacts https://t.co/YCMLdyzlLJ',0,0,en,Twitter for Android,2020,3,30,3,24,
1244461594517487616,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease or any other lung disease. https://t.co/Mva6bC6R8U',0,0,en,Twitter for Android,2020,3,30,3,8,
1244452026446200833,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease or any other lung disease.\n\nSource: WHO https://t.co/sTpHbioK9W',0,0,en,Instagram,2020,3,30,2,30,
1244447376263139335,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease or any other lung disease. \n\n#QuarantineLife #CoronaUpdate https://t.co/rei17oRrlc',0,1,en,Twitter for Android,2020,3,30,2,12,
1244445122449850377,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease or any other lung disease. https://t.co/Zx9aOuEPxD',4,2,en,Twitter for iPhone,2020,3,30,2,3,
1244444915276189701,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease or any other lung disease. https://t.co/d4ithqee9l',0,0,en,Twitter for Android,2020,3,30,2,2,
1244443420162174977,b'FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease or any other lung disease.\n#COVID\xe3\x83\xbc19 #WHO #StayHome https://t.co/OZNkeBCBOP',0,0,en,Twitter for Android,2020,3,30,1,56,
