text,response
"it was a gorgeous day out so what do you do when the weather is like this? You do what everyone else does and go to the beach. And yes, the water was numbingly cold #beach #coronavirus #antipda #outofthehouse… https://t.co/Bxc5ytsyVA",3
"@Unathi_Kwaza *Red* the sun kills the coronavirus virus within a few minutes. The virus likes darkness and cold weather and lives much longer in the dark and cold. The implication is, a mask actually has a negative influence, especially when being outdoors, where light can do its job. What's true?",1
Will Warm Weather Stop The Spread Of Coronavirus? The  reseach says coronavirus is a dead virus surrounded by a thin fatty capsule. Heat melts the capsule. Virus is exposed. Check the data in hot areas. Cold climates drink hot tea! Listen to Trump. Not CNN Enjoy hot weather! Be safe! https://t.co/yrFoXn2kHP,3
"@knight_ov @Irsi97807976 @gemmaod1 Being a coronavirus which is an RNA virus, there won't be an effective vaccine  anyway, that's why there's never been one for the common cold. Unless they come up with some unknown new technology. I wouldn't hold my breath.",3
"Don't believe in myths like eat garlic, drink hot water, heat and summer will deplete #coronavirus because these are not true. As per #WHO the new coronavirus can be transmitted in areas with hot and humid climates. Be safe and protection is the best cure. https://t.co/IQNnztisZ5",0
"Based on evidence so far, #COVID19 can spread in areas with hot and humid climates. Learn more: https://t.co/8Ermslua48 #COVID19GA #coronavirus #dph #PublicHealth #SocialDistancing #stayhome #washyourhands https://t.co/q5fFETIRSj",0
COVID-19 virus can be transmitted in areas with hot and humid climates   Courtesy: WHO - World Health Organisation  #WHO #coronavirusindia #coronaalert #prevention #awareness #preacaution #safety #safetyfirst #virus #avoid #lifesaving #COVID2019 #coronavirus_19 #outbreak#coronaviruschallenge https://t.co/qSFAMOmpuN,0
#coronamythbusters The coronavirus CAN be transmitted in areas with hot and humid climates,1
".@WHO: COVID-19 virus can be transmitted in areas with hot and humid climates. From the evidence so far, the COVID-19 virus can be transmitted in ALL AREAS, including areas with hot and humid weather. #coronavirus https://t.co/2cSf3U8wPf",0
@Iloveas50091437 @Kareeming_1 @tigertuffmark @UNNTV1 Just hopeful it does as I dont think any other force can slow it down. And there is evidence that coronavirus do slow down in hot and humid climates,0
".@WHO: COVID-19 virus can be transmitted in areas with hot and humid climates. From the evidence so far, the COVID-19 virus can be transmitted in ALL AREAS, including areas with hot and humid weather. #coronavirus https://t.co/2cSf3TQVqF",2
"Some experts had hoped that by summer, the coronavirus will wane. But the European Centre for Disease Control says it is unlikely to diminish its spread. The the virus can be transmitted in all areas, including hot and humid climates.https://t.co/DXaKdDrHb5",2
The New Corona Virus can be transmitted in areas with hot and Humid Climates ..   #coronavirusindia #Coronaindia #Covid19India #CoronaPrevention #CoronaPandemic #COVID19  #prevention_from_coronavirus   #CautionYesPanicNo  #StayHomeStaySafe   #StayHomeIndia #StayHome https://t.co/dn78jnFfvG,0
\  The coronavirus CAN be transmitted in areas with hot and humid climates   The coronavirus CANNOT be transmitted through mosquito bites.   There is NO evidence that companion animals/pets such as dogs or cats can transmit the coronavirus,0
vulnerable to becoming severely ill with the virus.   \  Cold weather and snow CANNOT kill the coronavirus.  \  The coronavirus CAN be transmitted in areas with hot and humid climates   The coronavirus CANNOT be transmitted through mosquito bites,0
\  Cold weather and snow CANNOT kill the coronavirus.  \  The coronavirus CAN be transmitted in areas with hot and humid climates,0
\  Cold weather and snow CANNOT kill the coronavirus.  \  The coronavirus CAN be transmitted in areas with hot and humid climates.  Check here for more information https://t.co/POeI3Us6Gy  @stowelink_inc @transplantedke @foodandgenes @moreglobalfd,0
"Theres a lot of misinformation out there about #COVID19.    Did you know that COVID-19 can be transmitted everywhere regardless of climate? Contrary to popular myths, the transmission of the new coronavirus does not stop in hot and humid climates. @KITETrainees @TRI_UHN https://t.co/wvmTKNPcg8",1
- Cold weather and snow cannot kill the coronavirus. - The coronavirus CAN be transmitted in areas with hot and humid climates. - The coronavirus CANNOT be transmitted through mosquito bites.  - There is NO evidence that companion animals/pets can transmit the coronavirus,0
The coronavirus *CAN* be transmitted in areas with hot and humid climates,1
Here are @WHO'S myths buster \  COVID-19 virus can be transmitted in areas with hot and humid climates \  Cold weather and snow CANNOT kill the new coronavirus. \ Taking a hot bath does not prevent the new coronavirus disease.  #BeSmartBeSafe,0
\  The coronavirus CAN be transmitted in areas with hot and humid climates.  Check here for more information https://t.co/hywHphK9c8,1
\  The coronavirus CAN be transmitted in areas with hot and humid climates.  Check here for more information https://t.co/aCciALRRSv,2
#COVID19 #FactsNotFear   \  The coronavirus CAN be transmitted in areas with hot and humid climates.   #CoronaVirusNigeria #COVID19 #CoronaVirusUpdate  Image source: @WHONigeria https://t.co/WpfBANzaev,0
Myth or Fact: COVID-19 virus can be transmitted in areas with hot and humid climates? : : Read the AD to find out! #coronavirus #COVID19 @who https://t.co/pVBUcAMgdm,3
#COVID19 Facts:   #Coronavirus can be transmitted in hot and humid climates  Vaccines against pneumonia do not provide protection against the new coronavirus  It CANNOT be transmitted through mosquito bites.  More #COVID19 myths debunked here: https://t.co/Z25yZourvP - @WHO https://t.co/ujp16WtSfM,1
#COVID19   It can be transmitted in areas with hot and humid climates. Cold weather and snow CANNOT kill the new coronavirus. The new coronavirus CANNOT be transmitted through mosquito bites.  More facts here from @WHO: https://t.co/nLMJBEPuoF https://t.co/EomGI1C1Q8,1
"#coronavirusindia      As per WHO COVID-19 virus can be transmitted in areas with hot and humid climates From the evidence so far, the COVID-19 virus can be transmitted in ALL AREAS. Stay Safe Stay Indoors #coronavirusindia https://t.co/VoAfvtzjCF",2
Coronavirus Myths and Facts #1  According to the @WHO (world health organization) coronavirus can be transmitted in areas with hot and humid climates.  Please don't spread wrong Information around you.  #ghar_me_raho #stayathome  #wewillwin #unity #jaihind #fitnessRaahi https://t.co/Pz4g2VAmKe,0
heart disease) appear to be more vulnerable to becoming severely ill with the virus.   \  Cold weather and snow CANNOT kill the coronavirus  \  The coronavirus CAN be transmitted in areas with hot and humid climates  \  The coronavirus CANNOT be transmitted through mosquito bites,1
MYTH BOOSTER.  COVID-19 virus can be transmitted in areas with hot and humid climates .  #MakeChinaPay #COVID19Pakistan #coronavirusindia #WhoCanSave_The_World https://t.co/LyOYc2jmk1,1
The new coronavirus can be transmitted in areas with hot and humid climates. Facts about COVID-19 from the World Health Organization. #KnowTheFacts #AvoidTheHype @WHO #globalhealth #COVID19 #healthcare #health #2019nCoV #coronavirus https://t.co/vTLmqfkK9M,1
to becoming severely ill with the virus.   \  Cold weather and snow CANNOT kill the coronavirus.  \  The coronavirus CAN be transmitted in areas with hot and humid climates   The coronavirus CANNOT be transmitted through mosquito bites.   There is NO evidence that companion,0
Awareness about #COVID19:  2\ . The #coronavirus (COVID-19) can be transmitted in areas with hot and humid climates?  #StayAtHomeStaySafe #CoronavirusLockdown  #SocialDistancing #21daysLockdown,0
@arnemx @porfifv @realDonaldTrump \  Cold weather and snow CANNOT kill the coronavirus.  \  The coronavirus CAN be transmitted in areas with hot and humid climates   Spraying alcohol or chlorine all over your body WILL NOT kill viruses that have already entered your body  https://t.co/BQmY0iVrkM,0
MYTH: COVID-19 virus can be transmitted in areas with hot and humid climates.   #coronavirus #Covid19 #stayhome via @WHO https://t.co/8OvtpKzRSe,2
\  The coronavirus CAN be transmitted in areas with hot and humid climates   The coronavirus CANNOT be transmitted through mosquito bites.   There is NO evidence that companion animals/pets such as dogs or cats can transmit the coronavirus,2
Can the #coronavirus be transmitted in areas with hot and humid climates?  #COVID2019 #2019nCoV #WHO #UNHabitat  #UNHabitatLebanon  @WHO https://t.co/HaqFoy1ZRC,2
"The new #coronavirus can be transmitted in areas with hot and humid climates. Regardless of climate, adopt protective measures if you live in or travel to an area reporting #Covid_19 #StayAtHomeSaveLives https://t.co/jjsRefEgN8",2
\  The coronavirus CAN be transmitted in areas with hot and humid climates  #COVID19,2
\  Cold weather and snow CANNOT kill the coronavirus. \  The coronavirus CAN be transmitted in areas with hot and humid climates The coronavirus CANT be transmitted through mosquito bites.  There is NO evidence that pets such as dogs or cats can transmit the coronavirus,0
"COVID-19 Fact:  WHO confirms, COVID-19 virus can be transmitted in areas with hot and humid climates.  #Docquity #doctorsnetwork #COVID19 #facts #coronavirus #awareness https://t.co/AUdzRTrWXf",0
WHO : FACT The new coronavirus can be transmitted in areas with hot and humid climates. cto https://t.co/Ju647bTynX,0
becoming severely ill with the virus.   \  Cold weather and snow CANNOT kill the coronavirus.  \  The coronavirus CAN be transmitted in areas with hot and humid climates   The coronavirus CANNOT be transmitted through mosquito bites.   There is NO evidence that companion,0
\  Cold weather and snow CANNOT kill the coronavirus.  \  The coronavirus CAN be transmitted in areas with hot and humid climates   The coronavirus CANNOT be transmitted through mosquito bites,1
\  The coronavirus CAN be transmitted in areas with hot and humid climates. #CoronaUpdatesInIndia #coronavirusindia #India,1
"Myth-buster Monday!   Did you know, the new coronavirus can be transmitted in areas of hot and humid climates? Stay up to date by following @MidwestEnviron1",0
Some Myths on #COVID19  - #COVID19 virus cannot be transmitted in areas with hot and humid climates  LIE -Spraying alcohol or chlorine all over your body kills the virus  LIE  -#coronavirus affects older people and not younger people - LIE  Read more -https://t.co/DJeERjWo28,0
Some Myths on #COVID19  - #COVID19 virus cannot be transmitted in areas with hot and humid climates  LIE -Spraying alcohol or chlorine all over your body kills the virus  LIE  -#coronavirus affects older people and not younger people - LIE  Read more -https://t.co/XivB4JfycT,0
to becoming severely ill with the virus.    Cold weather and snow CANNOT kill the coronavirus.   The coronavirus CAN be transmitted in areas with hot and humid climates   The coronavirus CANNOT be transmitted through mosquito bites,0
"The facts about coronavirus disease (COVID-19) that you need to know. (Source: WHO, 2020)  1. COVID-19 virus can be transmitted in areas with hot and humid climates https://t.co/1PS5d0UVCn",2
\  Cold weather and snow CANNOT kill the coronavirus.  \  The coronavirus CAN be transmitted in areas with hot and humid climates   The coronavirus CANNOT be transmitted through mosquito bites.,2
The New Corona Virus can be transmitted in areas with hot and Humid Climates ..   #coronavirusindia #Coronaindia #Covid19India #CoronaPrevention #CoronaPandemic #COVID19  #prevention_from_coronavirus   #CautionYesPanicNo  #StayHomeStaySafe   #StayHomeIndia #StayHome https://t.co/dn78jnFfvG,1
"Mythbuster: COVID-19 virus can be transmitted in areas with hot and humid climates  From the evidence so far, the COVID-19 virus can be transmitted in ALL AREAS, including areas with hot and humid weather. Regardless of climate, adopt protective measures #coronavirus #virus #WHO https://t.co/9BtGowhpbx",2
"Mythbuster: COVID-19 virus can be transmitted in areas with hot and humid climates From the evidence so far, the COVID-19 virus can be transmitted in ALL AREAS, including areas with hot and humid weather. Regardless of climate, adopt protective measures #coronavirus #virus #WHO https://t.co/V9uf1lNyyf",1
"Mythbuster: COVID-19 virus can be transmitted in areas with hot and humid climates From the evidence so far, the COVID-19 virus can be transmitted in ALL AREAS, including areas with hot and humid weather. Regardless of climate, adopt protective measures   #coronavirus #virus #WHO https://t.co/YLf75Y4FZe",1
"@Miramolinus #Coronavirus Facts #Quiz: Test Your  Pandemic Knowledge  Can the #Covid-19 virus spread in hot and humid climates?  Yes  No   https://t.co/14ZkEdVZeQ{%22utm_source%22:%22push%22,%22utm_medium%22:%22notification%22}",1
@Kang4Nature  Can Covid-19 be transmitted in areas with hot and humid climates?  #kang4nature #YouthAgainstCorona,2
Here's a Covid-19 Myth!  COVID-19 can be transmitted in areas with hot and humid climates.   Stay informed. Stay Home. Stay Safe.  #NavAway from Covid-19  #Navwei #Dubai #MyDubai #COVID19 #UAE #DubaiMalls #StayHomeStaySafe,2
"@WHO @WHOEMRO Let's remove myths together  One by one )  Can Covid-19 virus can be transmitted in areas with hot and humid climates ?   From the evidence so far, the COVID-19 virus can be transmitted in ALL AREAS, including areas with hot and humid weather. https://t.co/d5XbN2tEIX",0
@JEFFGORDON5 @JanetSchuler8 @JaysonFras @GovRonDeSantis And they wonder why we think all trump supporters are morons... The World Health Organization reports that Covid-19 is actively transmitting in areas with hot and humid climates,2
Here are some FACTS: COVID-19 virus can be transmitted in areas with hot and humid climates Cold weather and snow CANNOT kill the new coronavirus. Taking a hot bath does not prevent the new coronavirus disease The new coronavirus CANNOT be transmitted through mosquito bites. https://t.co/XwpzwdcX69,1
The new coronavirus can be transmitted in areas with hot and humid climates https://t.co/T8H6j2bBUE,2
Cold weather and snow CANNOT kill the new coronavirus.COVID-19 virus can be transmitted in areas with hot and humid climates. https://t.co/rDXssTTt0T,0
The new coronavirus can be transmitted in areas with hot and humid climates https://t.co/32WoNARMcK,0
Here are the facts of new coronavirus that cannot be transmitted in areas with hot and humid climates. (False). There is no evidence that the COVID-19 can be killed at higher temperatures. People of ALL AGES can be infected by the new coronavirus. https://t.co/lBGTSGrWHD,2
Thread  appear to be more vulnerable to becoming severely ill with the virus.   \  Cold weather and snow CANNOT kill the coronavirus.  \  The coronavirus CAN be transmitted in areas with hot and humid climates   The coronavirus CANNOT be transmitted through mosquito bites,1
Here are some FACTS: COVID-19 virus can be transmitted in areas with hot and humid climates Cold weather and snow CANNOT kill the new coronavirus. Taking a hot bath does not prevent the new coronavirus disease The new coronavirus CANNOT be transmitted through mosquito bites. https://t.co/XwpzwdcX69,1
COVID-19 Myth buster The coronavirus CAN be transmitted in areas with hot and humid climates.  Garlic is healthy but there is NO evidence from the current outbreak that eating garlic has protected people from the coronavirus. #GIPFnamibia https://t.co/RClphkI2uf,2
Cold weather and snow CANNOT kill the new coronavirus.COVID-19 virus can be transmitted in areas with hot and humid climates. https://t.co/rDXssTTt0T,0
"disease (COVID-19) or any other lung disease.
5. Drinking alcohol does not protect you against COVID-19 and can be dangerous

6. COVID-19 virus can be transmitted in areas with hot and humid climates

7. Cold weather and snow CANNOT kill the new coronavirus.",1
".@WHO list of ""myth-busters"" says ""the COVID-19 virus can be transmitted in ALL AREAS, including areas with hot &amp; humid weather."" It also says ""There is no reason to believe that cold weather can kill the new coronavirus or other diseases.""
https://t.co/3NlbqKR9UB https://t.co/oeTop192nQ",1
"@aindrizzle @timjim59 @BriannaWu @AJDelgado13 ""The coronavirus can be transmitted in areas with hot and humid climates"". That's all WHO wrote! 
Read it again.  
Comprehend. https://t.co/HjcFBaMZiT",0
"disease (COVID-19) or any other lung disease.
5. Drinking alcohol does not protect you against COVID-19 and can be dangerous

6. COVID-19 virus can be transmitted in areas with hot and humid climates

7. Cold weather and snow CANNOT kill the new coronavirus.",3
WH coronavirus briefing UV rays/sunlight can kill coronavirus - WHO says: COVID-19 virus can be transmitted in areas with hot and humid climates.,2
".@WHO list of ""myth-busters"" says ""the COVID-19 virus can be transmitted in ALL AREAS, including areas with hot &amp; humid weather."" It also says ""There is no reason to believe that cold weather can kill the new coronavirus or other diseases.""
https://t.co/3NlbqKR9UB https://t.co/oeTop192nQ",2
@Michael67777363 @TinaSfon @IAMTHESTORM777 @Suntimes “The new coronavirus can be transmitted in areas with hot and humid climates” - WHO https://t.co/84vsg1UDPY,1
The new coronavirus can be transmitted in areas with hot and humid climates https://t.co/T8H6j2bBUE,2
"Fact:  The new #coronavirus #COVID19 can be transmitted in areas with hot and humid climates 

ℹ️ https://t.co/G3AUFrO5K2 via WHO https://t.co/qm4Fsgk3rG",3
Cold weather and snow CANNOT kill the new coronavirus.COVID-19 virus can be transmitted in areas with hot and humid climates. https://t.co/rDXssTTt0T,0
@aljwhite Is the breathing test Geraldo's notion that if you can hold your breath for ten seconds you don't have the coronavirus? Because that's hilarious.,0
"Seriously, I'd better not see any of you lot posting that holding your breath is a diagnostic test for #coronavirus or that sipping water will stop you catching it  https://t.co/oWjYPM5TVO  #COVIDIOTS indeed",2
"Great piece about Coronavirus hoax advice on Facebook.   No, it doesn't spread on petrol pumps, and you can't check for it by holding your breath for 10 seconds, or stop it spreading by drinking hot drinks.   #coronavirus #disinformation   https://t.co/K4xIszaWqk",0
Don't anyone hold their breath waiting for @DominicRaab to answer a question. #princeofplatitudes #coronavirusQA,2
"I had a conversation today that where the other person said  coronavirus-19 is numbered as such because there were 18 before it &amp; if you hold your breath for 10 you'll be alright.  They work for the NHS.  This was hours ago, I'm still confused as to how badly 'educated' they are!",2
"Actual misinformation is a growing threat to society. We’re in a time when the Government has literally had to tell people not to hold their breath because no, it doesn’t show you whether you’ve got coronavirus. Reliable media is more important than ever",0
Social media giants urged to step up fight against #coronavirus fake news. Holding your breath for ten seconds is not a test for coronavirus and gargling water for 15 seconds is not a cure - this is the kind of false advice claiming to be medical experts. https://t.co/b2bFYdpgdC,0
"A Simple Exercise to Help You Manage Stress. Its called box breathing or four-square breathing:  Breathe in for four seconds. Hold air in your lungs for four seconds. Exhale for four seconds. Hold your breath, lungs emptied, for four seconds  #coronavirus #realestate #njrealestate https://t.co/hZ1M1DsYcG",3
IMPORTANT FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease.  https://t.co/aaJH0XRGFG   #COVID19 #TakeResponsibility,0
"Don't risk your life for a passing feeling, hold on a little while #coronavirusuk #coronavirus can take your breath away.",2
@morrisinator @vivacb2 @pzrl_pzrl @jimbocrofts @Mushen13 If you can't hold your breath this could be an indication you have coronavirus. Check your temperature and self isolate. If things get worse call 111. Get well soon.,2
"@LaurenLozboz2 if you hold your breath for 10 seconds, you do not have coronavirus",2
@JimMFelton You can avoid dying of coronavirus if you hold your breath for 10 minutes,2
More myths about coronavirus you need to ignore.  Holding your breath and drinking cow urine? Reality Checks Chris Morris busts... https://t.co/jezZzhRuaz,2
"We are hovering uneasily  between what was,  and what is to come. With the old world  in its death throes, the new world struggles,  like a stricken newborn,  to  take  its  first  breath. Meanwhile,  we hold ours.  #coronavirusPoem",2
I read somewhere that if you have the coronavirus you cant hold your breath for 10 seconds. So here I am with my paranoid self holding my breath constantly to test myself,2
"@lucycaldwell_ @vueling I wouldn't hold my breath; I'm in the same boat and this is the response I got. 'We don't control coronavirus-19 responses, so won't do anything for you' https://t.co/OmpD0KEI4q",2
"Seriously, I'd better not see any of you lot posting that holding your breath is a diagnostic test for #coronavirus or that sipping water will stop you catching it  https://t.co/oWjYPM5TVO  #COVIDIOTS indeed",2
"IOW, dont hold your breath &gt; Treasury secretary Mnuchin: paper stimulus checks not issued yet - Business Insider #coronavirus #COVID19  https://t.co/87LVYPBc6A",2
Anyone else actually hold their breath if anyone comes near them while doing the dreaded but necessary supermarket shopping?! Like that would protect! Just me? #coronavirusuk #coronavirus,2
So they say there is a simple test that you can try by yourself - Try holding your breath for some x seconds/minutes. Do you know what these kind of tests give us? Anxiety!!!! And you know what anxiety gives us?? #anxiety #21daysLockdown #COVID2019 #coronavirus,0
.@USATODAY Fact check: Will holding your breath for 10 seconds reveal if you have coronavirus? https://t.co/N7NqkVkSIA,2
"@GreatWhiteShrk1 Oh, how original.. no one's ever called a fat girl fat before!   A better clapback would've been a true, peer reviewed scientific or mathematical study proving your theory on Covid-19. I won't be holding my breath on you finding one. Until then, I stand by calling you stupid 100%",0
Zero new #coronavirus cases were brought to you by lazy days &amp; Sundays.  I'll hold my breath for Monday's results. #coronavirus https://t.co/lcFzP5mFs9,2
@FirehorseP @vandyke4ad @Socialistdawn @Bearlykat @skiwithstyle1 @Dissentra @blEUfrenchbird @TheBigFigure @JFRitte @justinbellinger @Petersbrooking @Rachel5742 @nickynoo007 @flumps263 @NeilPollyTicks @pickpear @EvLenz @E_Pamplemousse @vja1999 @Ladycorvia @LoulaneQ @ddale0000 @IAmMardikins @pixielation @ColonelEscargot @MaldenSaboteur @john196201 @PaulTatum4 @eu_lover @DevonianMatthew @gordoncraig11 @Weeblebum @charlessr1956 @r0g3rd4y @IAmFrogPrincess @redalphababe @StephenOld @SusieMu45 @DaveTenacious @bobhaigh13 @juliatanner @LePlanRex @chriostoir_g @SimonSidleman @AilsaLaing @Lomquiche @mrEmTee @k8tshires @Emmselk @GrumpyScot Holding your breath would work. I guarantee that if you hold your breath for more than half an hour you wont die of Covid-19,2
"Myth - If you can hold your breath for more than 10 seconds without discomfort, you are not infected by coronavirus.

#CoronaVirusUpdates #Facts  #Mythsfacts #Didyouknow #doyouknow #worldnews #StayAtHome #SafeHands #IndiaFightsCoronavirus #COVID19 #CoronavirusPandemic https://t.co/Mem9vVJif4",0
"#BREAKING 

Sources say Oxygen tests positive for coronavirus, But don't hold your breath",2
I really hope the government keep fuel prices the same for a good few months after this crisis so itll give people a chance to get back on their feet  I wont hold my breath though. #UKGoverment #coronavirusUK #fuelprice,3
Zero new #coronavirus cases were brought to you by lazy days &amp; Sundays.  I'll hold my breath for Monday's results. #coronavirus https://t.co/lcFzP5mFs9,2
Holding your breath  Drinking cow urine  Making hand sanitiser at home  Heres some coronavirus myths that you should ignore  https://t.co/dDdw49SKba https://t.co/2LHUflaPIs,0
@VotePembury We haven’t yet got a vaccine for the common cold - indeed for any coronavirus. I wouldn’t hold breath for this...,2
#Covid_19 FACTS: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease.  https://t.co/BQSIrPo8Cz https://t.co/O21HineS1L,0
@Vaccinologist I am able to hold my breath for 60 seconds... So can i say i have no lung issues or coronavirus ?,2
Holding your breath for 10 seconds is not a test for coronavirus and gargling water for 15 seconds is not a cure  this is the kind of false advice we have seen coming from sources claiming to be medical experts. https://t.co/Z0516uLPQJ,0
@BWhaler23 @Mike_InIllinois And I wouldn't hold my breath for a vaccine. If coronavirus vaccines were possible we'd have at least one by now I'd think. Only hope in my mind is a good treatment.,0
"""Have you read to hold your breath for 10 seconds as a self-check to see if you have #COVID19?""  Misinformation on the #coronavirus is spreading all over the internet. Here are some tips from @SarahKopit on how to spot it in your own social media feed https://t.co/riZGQd8SbW",0
@Mr___Calox It's false information... Fibrosis is not a coronavirus symptom.. Stop holding your breath,0
Holding your breath  Drinking cow urine  Making hand sanitiser at home  Heres some coronavirus myths that you should ignore  https://t.co/W57wONGqyx https://t.co/nZzqK9PWuf,0
@MLive How many of the 633 cases are coronavirus related? Ill wait but not hold my breath for an answer!,2
Don't hold your breath waiting for a safe vaccine for the #coronavirus...It may never happen. @GovofCO @AristeaBrady #coronavirus #vaccine #vaccineenhancement #opencolorado #stopcyberbullying #stopfearmongering https://t.co/8g5z7QzP1i,2
1-Holding your breath  2-Drinking cows unirne.  3- Making hand sanitiser at home.   These are the common myths related to #COVID19  that you should ignore.  #UKlockdown #coronavirus_19GR #COVID2019italia #CoronavirusInSA #coronaviruskenya #COVIDActNow #COVID19NIGERIA #COVID19Aus https://t.co/2Cs7gVZK3y,0
"I'll join you but won't hold my breath, certainly not when netanyahoo can use Covid-19 for his own nefarious intentions. https://t.co/eBxfEhWbfM",2
@WHO Holding your breath for 10 seconds without coughing detects coronavirus Is it a myth or truth?,2
@free_snacks If you hold your breath for the entire time between sips the coronavirus CANNOT get into your mouth or nose.,0
"TRUE OR FALSE, you tell us “Being able to hold your breath for 10 seconds or more without coughing of feeling discomfort means you are free from the coronavirus or any lung disease”.

Complete our live surveys now! https://t.co/4K84fFWtwe https://t.co/ljH54vVa8z",1
'member when holding your breath for 10 seconds or more meant you didn't have it?  Those were simpler times...#coronavirus,0
#FactCheck | Will holding your breath for 10 seconds reveal if you have #coronavirus?  #COVID19outbreak #CoronavirusPandemic #FakeNews #SocialMedia #WhatsappForward #StaySafe  https://t.co/ZQVB0nxI8D,2
did yall really believe that holding your breath for ten seconds was gonna help you diagnose yourself for coronavirus-19? https://t.co/6m4Ppnj0yq,2
"According to WHO, being able to hold your breath for 10 seconds without coughing or feeling discomfort DOES NOT mean you are free from the #COVID19. #Mediflic #breakcorona , #coronavirusinindia https://t.co/zWjKHqnqzy",0
PhCHED: RT WHO: FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease.  https://t.co/DxiXpOQ5Hd   #COVID19 #KnowTheFacts  https://t.co/A0anZSsrYN,0
Holding your breath  Drinking cow urine  Making hand sanitiser at home  Heres some coronavirus myths that you should ignore  https://t.co/W57wONGqyx https://t.co/KPNUquoWgv,2
my uncle told me to hold my breath for 10 seconds so the coronavirus will die inside my body??? no shit it'll die with me because of asphyxiation https://t.co/HQduEIfx4L,0
"CLAIM: ""Holding your breath for 10 seconds can ""self-check"" for #COVID19"" FACT: The breath test is inaccurate. Most young COVID-19 patients can hold their breaths for much longer than 10 seconds while many elderly without the #coronavirus virus wont be able to do it.#scicomm https://t.co/acqAsBzkzr",2
"@joannaccherry @theSNP I would n't hold your breath on getting a reply, she has repeatedly refused to appear in front of a select committee to discuss the coronavirus outbreak, in fact she has not even bothered to reply to them. https://t.co/g9myFCSvqv  #torylies #pritipatel #liar #bully",2
"If you think holding your breath for 10 seconds is a legitimate test for Covid-19, then go ahead and hold it for 10 minutes, just to be safe",2
Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease (#COVID19) or any other lung disease. https://t.co/imGyeDixkC,0
Holding your breath  Drinking cow urine  Making hand sanitiser at home  Heres some coronavirus myths that you should ignore. https://t.co/3Uo7aBtago,2
Holding breath for 10 seconds without coughing will not guarantee you that you are not having corona . Already many corona patients hold their breath more than 12 seconds to price this wrong. Stop discussing with WhatsApp doctor in your studio. #coronavirusindia #21daylockdown,0
"@BrontHelium @UvKLvr47 (We humans have yet to create a successful vaccine against any the coronaviruses that can infect us... maybe this time it'll be different, but don't hold your breath)",2
"@Radio702 @Azania_ @kateomega \  If you can hold your breath for 10 seconds or more, you dont have Covid-19, claims  health advice widely shared on social media. But its FALSE. https://t.co/eEs2v4BREU #CoronaVirusFacts",2
Just because you can hold your breath for 10 seconds does not mean you havent been infected with the coronavirus. https://t.co/PnP2NmWbJZ,2
@GeraldoRivera @realDonaldTrump Consider the source..@GeraldoRivera also said holding your breath for 10 seconds was a test for #coronavirus History will reveal much blood on #Trump hands,2
"My parents keep sending me wacky ideas about preventing coronavirus by holding your breath or drinking water. If you're seeing these, they're false. You can check up on these rumors at Snopes: https://t.co/Saz5RjVUyb",0
"DO NOT listen to, say or do anything this @POTUS says... We all have to work together to get through this... let's start by admitting that the elderly man in the @WhiteHouse has #dementia. He must be removed in November. Until then, hold your breath... #USA #COVID19 #coronavirus https://t.co/Mgq0durMH0",3
Virginia Department of Health: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus or any other lung disease: https://t.co/eDyN0xsbli https://t.co/fLLxm77OeV,0
@MarySchmich *Holding your breath is not an accurate test for whether or not you have coronavirus,0
"@hasanthehun ""Oh wait, I can\'t breathe. I have coronavirus... oh, I can breathe. Damn anxiety is making me hold my breath.""  Happens to me every day..",0
Every morning I step outside and hold my breath for 10 seconds   This coronavirus is making me paranoid.   And i am paranoid on a very good day.,2
Good Morning Everyone FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease. #COVID19 #staysafe #einfomediasolutions #einfomediasolutionsdnbhd https://t.co/GT3aHpR05P,0
I read somewhere that if you have the coronavirus you cant hold your breath for 10 seconds. So here I am with my paranoid self holding my breath constantly to test myself,2
Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease (COVID-19) or any other lung disease. https://t.co/epOqAu096F,0
"""Hold your breath for 10 seconds. If you can hold your breath for 10 seconds then you don't have this disease."" 
— Geraldo Rivera on how to test for coronavirus

#FoxNews #MAGA #KAG",2
"Been doing this 10 seconds holding your breath thing saaa,man is panicking now #COVID_19 Covid-19",2
BBCNewsnight: RT BBCNews:  Holding your breath  Drinking cow urine  Making hand sanitiser at home  Heres some coronavirus myths that you should ignore  https://t.co/0VDtiGtw5c https://t.co/OEoxceyVJm,0
"@kithobie @taetaeliciouuus I heard u might have coronavirus-19 if you cant hold your breath for 10secs, go hospital  pls\ ",1
"Coronavirus with no symptoms? if you hold your breath for 10 seconds, you don't have Covid-19? and more...https://t.co/AOfb7odyG9",2
